2.404034782361335e15,3.8960768647322577e-10
2.4045561252616705e15,1.1688230594196773e-9
2.405047007532856e15,3.8960768647322577e-10
2.4055687895988615e15,5.844115297098386e-10
2.406090798118324e15,1.9480384323661287e-9
2.4066130332386955e15,2.5324499620759674e-9
2.407104755777029e15,2.7272538053125803e-9
2.4076274311911665e15,3.311665335022419e-9
2.408150333640642e15,4.870096080915322e-9
2.408673463273414e15,8.18176141593774e-9
2.4091968202375715e15,1.344146518332629e-8
2.4096895992967325e15,2.279204965868371e-8
2.4102133979744465e15,3.954518017703241e-8
2.4107374244198435e15,7.012938356518063e-8
2.411261678781518e15,1.1454465982312837e-7
2.4117861612081935e15,1.6402483600522805e-7
2.4122800001969235e15,2.1954393132766272e-7
2.4128049257630605e15,2.573358769155656e-7
2.4133300798323765e15,2.9123174563873624e-7
2.413855462554106e15,3.0934850305974126e-7
2.414381074077615e15,3.2590682973485336e-7
2.4149069145524005e15,3.370106487993403e-7
2.415402032514353e15,3.5162093704208624e-7
2.415928317851216e15,3.6369877532275625e-7
2.416454832579804e15,3.6817926371719834e-7
2.4169815768501255e15,3.6993249830632786e-7
2.417508550812322e15,3.707117136792743e-7
2.418035754616666e15,3.714909290522208e-7
2.4185631884135595e15,3.716857328954574e-7
2.419059806924803e15,3.7499739823047983e-7
2.4195876876076655e15,3.5142613319884963e-7
2.4201157987262005e15,2.945434109737587e-7
2.420644140431329e15,2.0123237006342112e-7
2.4211727128741035e15,1.2038877512022676e-7
2.421701516205709e15,6.642811054368499e-8
2.4222305505774625e15,3.662312252848322e-8
2.422759816140814e15,2.084401122631758e-8
2.4232581597638085e15,1.2662249810379838e-8
2.4237878745436815e15,8.18176141593774e-9
2.424317820961359e15,4.480488394442096e-9
2.424847999168812e15,3.506469178259032e-9
2.4253784093181455e15,2.3376461188393545e-9
2.425909051561596e15,2.3376461188393545e-9
2.4264399260515365e15,1.3636269026562902e-9
2.4269710329404715e15,1.558430745892903e-9
2.427502372381038e15,1.3636269026562902e-9
2.428033944526008e15,0.
2.4285657495282885e15,7.792153729464515e-10
2.429066484734376e15,1.558430745892903e-9
