2.404034782361335e15,7.395721543420253e-10
2.4045561252616705e15,1.232620257236709e-9
2.405047007532856e15,9.860962057893672e-10
2.4055687895988615e15,2.7117645659207597e-9
2.406090798118324e15,2.218716463026076e-9
2.4066130332386955e15,2.9582886173681013e-9
2.407104755777029e15,4.683956977499494e-9
2.4076274311911665e15,7.395721543420254e-9
2.408150333640642e15,1.1340106366577723e-8
2.408673463273414e15,1.4051870932498483e-8
2.4091968202375715e15,2.465240514473418e-8
2.4096895992967325e15,3.870427607723266e-8
2.4102133979744465e15,6.409625337630886e-8
2.4107374244198435e15,1.06744914276699e-7
2.411261678781518e15,1.681294030870871e-7
2.4117861612081935e15,2.3863528180102684e-7
2.4122800001969235e15,2.997732465599676e-7
2.4128049257630605e15,3.4784543659219927e-7
2.4133300798323765e15,3.6732083665653926e-7
2.413855462554106e15,3.722513176854861e-7
2.414381074077615e15,3.6855345691377596e-7
2.4149069145524005e15,3.6855345691377596e-7
2.415402032514353e15,3.6830693286232865e-7
2.415928317851216e15,3.5696682649575094e-7
2.416454832579804e15,3.4710586443785724e-7
2.4169815768501255e15,3.325609454024641e-7
2.417508550812322e15,3.1530426180115015e-7
2.418035754616666e15,3.0741549215483523e-7
2.4185631884135595e15,3.0864811241207193e-7
2.419059806924803e15,3.002662946628623e-7
2.4195876876076655e15,2.849818034731271e-7
2.4201157987262005e15,2.3789570964668483e-7
2.420644140431329e15,1.7305988411603395e-7
2.4211727128741035e15,1.0822405858538304e-7
2.421701516205709e15,6.212406096473013e-8
2.4222305505774625e15,3.5006415305522533e-8
2.422759816140814e15,1.9721924115787344e-8
2.4232581597638085e15,1.2819250675261773e-8
2.4237878745436815e15,9.860962057893672e-9
2.424317820961359e15,5.670053183288861e-9
2.424847999168812e15,5.177005080394177e-9
2.4253784093181455e15,2.465240514473418e-9
2.425909051561596e15,2.218716463026076e-9
2.4264399260515365e15,1.7256683601313925e-9
2.4269710329404715e15,1.7256683601313925e-9
2.427502372381038e15,4.930481028946836e-10
2.428033944526008e15,1.7256683601313925e-9
2.4285657495282885e15,2.465240514473418e-10
2.429066484734376e15,7.395721543420253e-10
